,Unnamed: 0,full_name,speciality,level,area,salary,employer,schedule,remote,skills,date,python,sql,pytorch,apache,git,java,eng
83,83,Data Scientist middle/senior,data scientist,middle,Москва,0,other,0,1,"{'requirement': 'Знание Python (Scala/Java могут оказаться плюсом). Знание классических алгоритмов и структур данных. Знание теоретических и практических продвинутых методов машинного...', 'responsibility': 'Строить модели машинного обучения, улучшать качество прогноза. Заниматься <highlighttext>аналитикой</highlighttext> и проверкой гипотез. Развивать инструменты для проведения A/B тестов. '}",2022-12-13,1,0,1,0,0,1,Moscow
84,84,Data Scientist middle+,data scientist,middle,Москва,0,СБЕР,1,0,"{'requirement': 'Хорошие знания Python 3. Опыт работа с Pandas, SQL, Spark/PySpark, Hive и др. инструментами для анализа малых и больших...', 'responsibility': 'Обсуждение задач и методов их решения совместно с фрод-<highlighttext>аналитиками</highlighttext> и бизнес-заказчиками, формулирование гипотез и их проверка. '}",2022-11-28,1,1,1,0,0,0,Moscow
85,85,Data Scientist NLP,data scientist,unknown,Москва,0,СБЕР,1,0,"{'requirement': 'Хорошо знаком с алгоритмами и готов рассказать, как лучше обойти дерево. Командный игрок: готов слушать, предлагать и брать ответственность.', 'responsibility': 'Исследовать вместе с <highlighttext>аналитиками</highlighttext> данных атрибутный состав исследуемых документов, ставить задачу на формирование и разметку обучающей выборки, контролировать качество данных...'}",2022-12-08,0,0,1,0,0,0,Moscow
86,86,"Data Scientist, Senior/Middle",data scientist,senior,Москва,0,other,1,0,"{'requirement': 'Опыт работы не менее одного года в области <highlighttext>аналитики</highlighttext> и моделирования. Уверенный уровень работы с реляционными СУБД и корпоративными хранилищами...', 'responsibility': 'Постоянное совершенствования аналитических механизмов, используемых в розничных продуктах ОКБ (создание и прокачка умных мозгов «под капотом» наших сервисов). '}",2022-12-16,0,0,1,0,0,0,Moscow
87,87,Data Scientist/Analyst (стажер),data scientist,intern,Санкт-Петербург,0,СБЕР,1,0,"{'requirement': 'Обучение в бакалавриате/специалитете, магистратуре, аспирантуре. Отличные знания классического ML. Знание python и знакомство с его ML библиотеками. ', 'responsibility': 'Наша команда запускает проактивные коммуникации для корпоративных клиентов во всех доступных каналах (письма в СББОЛ, мейлы, СМС) для предоставления персонализированных...'}",2022-11-28,0,0,1,0,0,0,Saint Petersburg
88,88,Data scientist/Analyst (Middle+/Senior) - Руководитель отдела аналитики,data scientist,middle,Москва,1,other,1,0,"{'requirement': 'Опыт работы в области анализа данных (воронки, когортный анализ, регрессия, AB-тесты). Уверенное владение SQL, умение писать сложные запросы к...', 'responsibility': 'Проектировать, сопровождать и оптимизировать систему <highlighttext>аналитики</highlighttext> для различных типов продуктов, используя ресурсы и данные Postgre, GA, ClickHouse и др. '}",2022-12-14,0,1,1,0,0,0,Moscow
89,89,Data scientist/Antifraud analyst,data scientist,unknown,Санкт-Петербург,0,other,1,0,"{'requirement': 'Linux, Python, bash, etc.. Понимание принципов работы Интернета на уровне http протокола.', 'responsibility': 'Создание дашбордов для внешних и внутренних заказчиков. Прототипирование отчетов для внешних заказчиков (антифрод, постклик/поствью, отчет по видимости рекламы, и...'}",2022-12-18,1,0,1,0,0,0,Saint Petersburg
90,90,Data-scientist,data scientist,unknown,Петрозаводск,0,other,1,0,"{'requirement': 'Знание основ математической статистики. Git (умение скачать, загрузить изменения в репозиторий, работа с ветками). Базовый Python (понимание классов, функций, умение...', 'responsibility': 'Работа с базами данных (объединить несколько таблиц, отфильтровать по нескольким критериям, вытащить результат, например, в виде csv). Предобработка данных (работа...'}",2022-11-29,1,0,1,0,1,0,Petrozavodsk
91,91,Data-scientist в команду качества Геопоиска,data scientist,unknown,Москва,0,other,1,1,"{'requirement': 'Для этого нам нужен <highlighttext>аналитик</highlighttext>, который отлично генерит гипотезы, умеет работать с большими данными, а также пишет красивый код на...', 'responsibility': 'Улучшать детектирование посещений компаний, в том числе и зарубежом. Ранжировать опросы про компании в пушах и ЛК. Искать сбособы вырастить...'}",2022-12-14,0,0,1,0,0,0,Moscow
92,92,Intern Data Scientist,data scientist,intern,Москва,0,СБЕР,1,0,"{'requirement': 'Опыт проведения / участия в ИТ-проектах. Хорошее знание языков программирования Python (<highlighttext>аналитика</highlighttext> ,разработка), SQL (Знание диалектов HiveQL, PostgresQL будет преимуществом). ', 'responsibility': 'подготовка и обработка данных для реализации digital-задач. - участие в проектах в качестве DA/DE/DS. - сопровождение действующих инструментов. -<highlighttext>аналитика</highlighttext>...'}",2022-12-14,1,1,1,0,0,0,Moscow
93,93,Junior Data Scientist / Аудитор,data scientist,junior,Москва,0,СБЕР,1,0,"{'requirement': '...<highlighttext>Data</highlighttext> Science. Понимание базовых ML-алгоритмов. Приветствуется опыт работы с Hadoop, знание Spark и Java. Приветствуется знание инструментов BI <highlighttext>аналитики</highlighttext>. ', 'responsibility': 'участие в проектах в качестве DA/DE/DS. - сопровождение действующих инструментов. -<highlighttext>аналитика</highlighttext> данных. -выступление с докладами на встречах DS-сообщества...'}",2022-12-01,0,0,1,0,0,1,Moscow
94,94,Junior Data Scientist/Младший менеджер по обработке данных,data scientist,junior,Москва,0,other,1,0,"{'requirement': 'Высшее/незаконченное высшее образование. Знание SQL, Python (в том числе pandas, maplotlib и др.библиотеки для анализа, парсинга и визуализации данных). ', 'responsibility': 'Участие в выборе алгоритмов <highlighttext>аналитики</highlighttext> и машинного обучениях для проверки гипотез, решения задач, создание продуктов. Анализ исходных данных, загрузка данных...'}",2022-12-15,1,1,1,0,0,0,Moscow
95,95,Lead Data Analyst,data analyst,team lead,Москва,0,СБЕР,1,0,"{'requirement': 'Знаешь основы математической статистики. Имеешь опыт работы в <highlighttext>Data</highlighttext> Science/<highlighttext>Data</highlighttext> Analytics проектах. Обладаешь опытом анализа данных с помощью Python. ', 'responsibility': 'Формализовать задачи извлечения вместе с исследователями данных (<highlighttext>Data</highlighttext> <highlighttext>Scientists</highlighttext>). Определять частотность атрибутов. Заниматься иерархической кластеризацией сущностей и разработкой онтологии. '}",2022-12-06,1,0,1,0,0,0,Moscow
96,96,Lead Data Scientist (Разработчик AI/ML),data scientist,team lead,Москва,0,other,1,0,"{'requirement': 'Опыт работы в должности <highlighttext>Data</highlighttext> <highlighttext>Scientist</highlighttext> или <highlighttext>аналитик</highlighttext> данных. Знание основных библиотек и фреймворков машинного обучения (sklearn, scipy, numpy, pyspark...', 'responsibility': 'Выполнение функций <highlighttext>Data</highlighttext> <highlighttext>Scientist</highlighttext>-а при реализации проектов по предиктивной <highlighttext>аналитике</highlighttext> на промышленных предприятиях: Анализ производственных процессов и выработка требований...'}",2022-12-14,0,0,1,0,0,0,Moscow
97,97,Middle Data engineer,data engineer,middle,Новосибирск,0,other,1,0,"{'requirement': 'Знакомство с CI/CD, docker. * Знание принципов построения хранения данных (<highlighttext>Data</highlighttext> Lake, DWH). * Знание Git/GitLab. * Владение bash. * ', 'responsibility': 'Анализ требований к витринам данных (взаимодействие с владельцем продукта, BI-разработчиками, <highlighttext>data</highlighttext> <highlighttext>scientist</highlighttext>, <highlighttext>data</highlighttext> <highlighttext>analyst</highlighttext>). Поиск и исследование источников данных...'}",2022-11-21,0,0,1,0,1,0,Novosibirsk
98,98,Middle data scientist,data scientist,middle,Москва,0,other,1,0,"{'requirement': 'Мы работаем на результат, а не на применение/реализацию софта. Задачи предполагают много анализа данных и проверок гипотез в процессе...', 'responsibility': 'Развитие моделей антифрода. Сегментация клиентов. Развитие моделей клиентского центра. Сложная визуализация данных.'}",2022-11-25,0,0,1,0,0,0,Moscow
99,99,Middle Data Scientist,data scientist,middle,Москва,0,other,1,0,"{'requirement': 'Имеете опыт работы в DS от 3x лет. Хорошо владеете Python. Владеете SQL: мы используем ClickHouse для просмотра разных...', 'responsibility': 'Классификация интентов и сентимент-анализ: обучение моделей, тестирование и мониторинг в проде. NER и slot-filling: улучшение существующих алгоритмов и...'}",2022-12-05,1,1,1,0,0,0,Moscow
100,100,Middle Data Scientist (Big Data),data scientist,middle,Москва,1,other,1,0,"{'requirement': 'Уверенное знание математики, алгоритмов машинного обучения, статистики, алгоритмов и структур данных. Уверенное владение sql (Oracle/PostgreSQL). Классический стек на python...', 'responsibility': 'Проведение Proof-of-Concept по возможности построения моделей, решающих конкретные бизнес-задачи (например, подтвердить возможность выделение из разговора с клиентом...'}",2022-12-09,0,1,1,0,0,0,Moscow
101,101,Middle Data scientist / Аналитик (Нижний Новгород),data scientist,middle,Нижний Новгород,1,other,1,0,"{'requirement': 'Серьезную математическую подготовку. Опыт применения методов статистического анализа и моделирования. Опыт работы с алгоритмами машинного обучения. Уверенное знание языка Python...', 'responsibility': '...работы моделей и их валидация. Анализ рисковой отчетности работы компании и подготовка рекомендаций. Участие в проектах внутри команды риск-<highlighttext>аналитиков</highlighttext>.'}",2022-11-28,1,0,1,0,0,0,Nizhny Novgorod
102,102,ML engineer/Data engineer,data engineer,unknown,Москва,0,СБЕР,1,0,"{'requirement': 'Не менее 3 лет работы в качестве <highlighttext>Data</highlighttext> Engineer/<highlighttext>Data</highlighttext> <highlighttext>Analyst</highlighttext>/<highlighttext>Data</highlighttext> <highlighttext>Scientist</highlighttext>. Продвинутые знания SQL и Python: опыт разработки...', 'responsibility': 'Предоставление экспертной поддержки D-people (Engineer/<highlighttext>Analyst</highlighttext>/<highlighttext>Scientist</highlighttext>) трайба в части оптимизации запросов, хранения данных и т.д. '}",2022-12-14,1,1,1,0,0,0,Moscow
103,103,ML-разработчик (Data Scientist),data scientist,unknown,Москва,0,other,1,1,"{'requirement': 'Умеет писать качественный и понятный код на Python. Владеет опытом работы с БД: MS SQL, PostgreSQL. Умеет строить модели машинного...', 'responsibility': 'Разработка и поддержка моделей машинного обучения на ключевых проектах. Взаимодействие с внутренними и внешними заказчиками в рамках постановки задачи, пилотирования...'}",2022-12-06,1,1,1,0,0,0,Moscow
104,104,Quant / Data Scientist (Руководитель направления Управление рисками),data scientist,unknown,Москва,0,other,1,0,"{'requirement': 'Желательно наличие профессиональных сертификатов (CFA, CQF, FRM). Опыт работы на связанных с количественной <highlighttext>аналитикой</highlighttext> позициях в финансовой сфере. ', 'responsibility': 'Доработка существующих моделей оценки ипотечных ценных бумаг и связанных деривативов (python): - Развитие внутренней симуляционной OAS модели. - Участие в калибровке моделей...'}",2022-12-12,0,0,1,0,0,0,Moscow
105,105,Senior Аналитик / Senior Data Science (Москва),data scientist,senior,Москва,1,other,1,0,"{'requirement': 'Серьезную математическую подготовку. Опыт применения методов статистического анализа и моделирования. Опыт работы с алгоритмами машинного обучения. Уверенное знание языка Python...', 'responsibility': 'Анализ рисковой отчетности работы компании и подготовка рекомендаций. Участие в проектах внутри команды риск-<highlighttext>аналитиков</highlighttext>. Наставничество команды риск моделистов.'}",2022-11-30,1,0,1,0,0,0,Moscow
106,106,Senior Data Analyst,data analyst,senior,Москва,0,СБЕР,1,0,"{'requirement': 'Знание SQL на уровне написания сложных запросов. Работа в сфере обработки и анализа данных не менее 2-х лет. ', 'responsibility': '...и требований на автоматизацию BI <highlighttext>аналитики</highlighttext> (отдельная команда). Взаимодействие со смежными подразделениями (<highlighttext>Data</highlighttext> Engineers, <highlighttext>Data</highlighttext> <highlighttext>Scientists</highlighttext>, продуктовыми командами) с целью...'}",2022-12-15,0,1,1,0,0,0,Moscow
107,107,Senior Data Analyst,data analyst,senior,Москва,0,СБЕР,1,0,"{'requirement': 'Знаешь основы математической статистики. Имеешь опыт работы в <highlighttext>Data</highlighttext> Science/<highlighttext>Data</highlighttext> Analytics проектах. Обладаешь опытом анализа данных с помощью Python. ', 'responsibility': 'Формировать и актуализировать бэклог команды. Взаимодействовать со смежными командами (<highlighttext>Data</highlighttext> <highlighttext>Scientists</highlighttext>, разработчики, команда асессоров). Расширять онтологию фактов для юридического домена. '}",2022-11-28,1,0,1,0,0,0,Moscow
108,108,Senior Data Engineer,data engineer,senior,Москва,0,other,1,0,"{'requirement': 'At least 3 years of relevant experience as a <highlighttext>Data</highlighttext> Engineer, <highlighttext>Data</highlighttext> <highlighttext>Analyst</highlighttext>, ETL Developer etc. Advanced Python and SQL. ', 'responsibility': 'Massively extract <highlighttext>data</highlighttext> from variety of sources: RDBMS & NoSQL, API, RPC, unstructured <highlighttext>data</highlighttext>. Support <highlighttext>data</highlighttext> <highlighttext>analysts</highlighttext> and <highlighttext>data</highlighttext> <highlighttext>scientists</highlighttext> with...'}",2022-12-14,1,1,1,0,0,0,Moscow
109,109,Senior Data Scientist,data scientist,senior,Москва,0,other,1,0,"{'requirement': 'Высшее: математическое, IT, техническое. Дополнительное образование и курсы в области <highlighttext>data</highlighttext> science: Coursera, Udacity, CS229 и т.д.. ', 'responsibility': 'Построение моделей выбора наилучшего места для вышек сотовой связи (Smart Capex), прогнозирование нагрузки на вышки (Smart Capacity). Гео-<highlighttext>аналитика</highlighttext> перемещения...'}",2022-12-16,0,0,1,0,0,0,Moscow
110,110,Senior Data scientist,data scientist,senior,Москва,0,other,1,0,"{'requirement': 'Мы инвестируем в продукты на основе машинного, глубокого обучения, математической оптимизации. — Участвовать в планировании, оценивать сроки и уметь их выдерживать. — ', 'responsibility': 'Разрабатывать модели машинного, глубокого обучения. — Разрабатывать гибридные детерминировано-статистические модели. — Совместно с <highlighttext>аналитиками</highlighttext> прорабатывать сложную логику реализации моделей оборудования и...'}",2022-12-12,0,0,1,0,0,0,Moscow
111,111,Senior Data Scientist,data scientist,senior,Казань,0,other,1,1,"{'requirement': 'Владение техниками и алгоритмами машинного обучения, фокус на прогнозную <highlighttext>аналитику</highlighttext> (Predictive Analytics) и работу с естественным языком (NLP). ', 'responsibility': 'Исследовать данные. Работать с видео и текстом. Прогнозировать, классифицировать, сегментировать. Автоматизировать выявление мошенничества. Выводить модели в прод. И многое другое...'}",2022-11-30,0,0,1,0,0,0,Kazan
112,112,Senior Data Scientist,data scientist,senior,Москва,0,other,1,0,"{'requirement': 'Высшее техническое образование. Участие в коммерческой разработке программных систем в роли разработчика. Широкий IT и AI кругозор. Python, опыт анализа...', 'responsibility': 'Участие в постановке задач, подготовке ТЗ совместно с <highlighttext>аналитиками</highlighttext>. - Участие в разработке интеллектуальных модулей совместно с разработчиками. - Участие в разработке...'}",2022-11-30,1,0,1,0,0,0,Moscow
113,113,Senior Data Scientist (удаленно),data scientist,senior,Москва,0,other,0,0,"{'requirement': 'Имел опыт работы в <highlighttext>аналитике</highlighttext>/<highlighttext>data</highlighttext> science от 3-х лет. Умел самостоятельно вести проекты от начала и до конца. ', 'responsibility': 'Выявлять возможности применения машинного обучения (ML и DL) для улучшения финансовых показателей. Развивать аналитическую инфраструктуру. Исследовать и анализировать данные на...'}",2022-12-08,0,0,1,0,0,0,Moscow
114,114,Senior Data scientist (Управление рисками корпоративных клиентов),data scientist,senior,Москва,0,СБЕР,1,0,"{'requirement': 'Опыт работы с хранилищами данных от 1го года. Опыт работы в роли <highlighttext>аналитика</highlighttext> с функцией подготовки выгрузки данных для...', 'responsibility': 'Разрабатывать и улучшать инструменты для машинного обучения (внутренние наработки, библиотеки). Использовать прогнозное моделирование, чтобы оптимизировать бизнес риск метрики. '}",2022-12-20,0,0,1,0,0,0,Moscow
115,115,Senior Data scientist (NLP/NLU),data scientist,senior,Москва,0,other,1,0,"{'requirement': 'Отличные навыки работы с данными и <highlighttext>аналитикой</highlighttext>, позволяющие выявлять бизнес потребности и доступные решения для них, а так же максимально...', 'responsibility': None}",2022-12-17,0,0,1,0,0,0,Moscow
116,116,Senior Data Scientist (Rec. system),data scientist,senior,Москва,0,other,1,0,"{'requirement': 'Знание основ статистики. Понимание классических ML-алгоритмов. Опыт и понимание wink в DL (предпочтительнее pytorch). Понимание процесса исследования и внедрения...', 'responsibility': 'Исследование применимости различных алгоритмов в рекомендательной системе. Моделирование входных данных. Имплементация исследованных моделей.'}",2022-12-09,0,0,1,0,0,0,Moscow
117,117,Senior Data Scientist (Rec. system),data scientist,senior,Санкт-Петербург,0,other,1,0,"{'requirement': 'Знание основ статистики. Понимание классических ML-алгоритмов. Опыт и понимание wink в DL (предпочтительнее pytorch). Понимание процесса исследования и внедрения...', 'responsibility': 'Исследование применимости различных алгоритмов в рекомендательной системе. Моделирование входных данных. Имплементация исследованных моделей.'}",2022-12-09,0,0,1,0,0,0,Saint Petersburg
118,118,Senior Data Scientist в направление продаж,data scientist,senior,Иннополис,0,other,1,0,"{'requirement': 'Опыт работы в аналогичной роли от двух лет. Опыт решения задач и понимание работы алгоритмов NLP и Classic ML. ', 'responsibility': 'Составит дорожную карту применения <highlighttext>Data</highlighttext> Science в процессах продаж. Согласует с бизнесом и приоритизирует. Сам проверит и доведет до продакшена...'}",2022-11-29,0,0,1,0,0,0,Innopolis
119,119,Senior Data Scientist в направление продаж,data scientist,senior,Москва,0,other,1,0,"{'requirement': 'Опыт работы в аналогичной роли от двух лет. Опыт решения задач и понимание работы алгоритмов NLP и Classic ML. ', 'responsibility': 'Составит дорожную карту применения <highlighttext>Data</highlighttext> Science в процессах продаж. Согласует с бизнесом и приоритизирует. Сам проверит и доведет до продакшена...'}",2022-11-29,0,0,1,0,0,0,Moscow
120,120,Senior Data Scientist в направление продаж,data scientist,senior,Санкт-Петербург,0,other,1,0,"{'requirement': 'Опыт работы в аналогичной роли от двух лет. Опыт решения задач и понимание работы алгоритмов NLP и Classic ML. ', 'responsibility': 'Составит дорожную карту применения <highlighttext>Data</highlighttext> Science в процессах продаж. Согласует с бизнесом и приоритизирует. Сам проверит и доведет до продакшна...'}",2022-11-29,0,0,1,0,0,0,Saint Petersburg
121,121,Senior Data Scientist/Data Analyst,data scientist,senior,Москва,0,СБЕР,1,0,"{'requirement': 'Высшее образование (математика/информационные технологии). Опыт работы в области <highlighttext>Data</highlighttext> Science от одного года. Работа с данными. Знание SQL - простые...', 'responsibility': 'Анализ данных в целевых источниках для промышленного внедрения модели/ аналитического решения. Анализ данных и проверка гипотез при помощи инструментов программирования...'}",2022-12-15,0,1,1,0,0,0,Moscow
122,122,Supply Data Analyst,data analyst,unknown,Москва,0,other,1,0,"{'requirement': '...and updating <highlighttext>data</highlighttext>. Understanding of <highlighttext>data</highlighttext> warehousing, <highlighttext>data</highlighttext> cleaning, <highlighttext>data</highlighttext> pipelines and other analytical techniques required for <highlighttext>data</highlighttext> usage. ', 'responsibility': 'Finding and analyzing <highlighttext>data</highlighttext> needed for <highlighttext>Data</highlighttext> products, preparing technical requirements to develop <highlighttext>data</highlighttext> marts for <highlighttext>Data</highlighttext> Engineers. '}",2022-11-28,0,0,1,0,0,0,Moscow
123,123,Team Lead Data Science,data scientist,team lead,Санкт-Петербург,0,other,1,0,"{'requirement': 'Методы продвинутой <highlighttext>аналитики</highlighttext> и ML. Аналитическая культура и управление данными. SQL и Bl. Открытая база знаний по проектам и методам. ', 'responsibility': 'Технически лидировать команду <highlighttext>Data</highlighttext> <highlighttext>Scientist</highlighttext>-ов в решении кейсов бизнеса по направлениям создания рекомендательных систем и/или прогнозирования спроса: от...'}",2022-11-22,0,1,1,0,0,0,Saint Petersburg
